read_id	ssu_model	ssu_strand	ssu_start	ssu_end	ssu_score	ssu_evalue	s58s_model	s58s_strand	s58s_start	s58s_end	s58s_score	s58s_evalue	s58e_model	s58e_strand	s58e_start	s58e_end	s58e_score	s58e_evalue	lsu_model	lsu_strand	lsu_start	lsu_end	lsu_score	lsu_evalue	full_start	full_end	its1_start	its1_end	its2_start	its2_end	selected_region	selected_start	selected_end
SRR21494940.295	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	576	30.1	0.00000028	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	804	848	60	0.00000000000000013	32	803	32	420	577	803	full	32	803
SRR21494940.711	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	590	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	824	868	60	0.00000000000000013	31	823	31	429	591	823	full	31	823
SRR21494940.802	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	435	479	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	548	591	44.7	0.0000000000076	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	822	865	52.3	0.000000000000033	31	821	31	434	592	821	full	31	821
SRR21494940.143	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	420	464	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	533	575	45.4	0.0000000000046	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	808	852	60	0.00000000000000013	31	807	31	419	576	807	full	31	807
SRR21494940.557	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	417	461	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	530	574	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	803	847	60	0.00000000000000013	31	802	31	416	575	802	full	31	802
SRR21494940.979	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	-	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	576	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	805	849	60	0.00000000000000013	31	804	31	420	577	804	full	31	804
SRR21494940.622	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	425	469	55.7	0.0000000000000031	3_End_Fungi_Ge_58S_end_fourteenb_long	-	538	583	49.8	0.0000000000002	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	809	855	47.1	0.0000000000013	32	808	32	424	584	808	full	32	808
SRR21494940.221	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	416	459	46.5	0.0000000000024	3_End_Fungi_Ge_58S_end_fourteenb_long	-	527	571	50.6	0.00000000000011	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	798	842	60	0.00000000000000013	32	797	32	415	572	797	full	32	797
SRR21494940.286	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	439	483	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	552	596	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	829	873	60	0.00000000000000013	32	828	32	438	597	828	full	32	828
SRR21494940.987	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	588	45.4	0.0000000000046	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	60	0.00000000000000012	31	815	31	432	589	815	full	31	815
SRR21494940.358	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	582	48.7	0.00000000000044	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	814	858	60	0.00000000000000013	31	813	31	427	583	813	full	31	813
SRR21494940.820	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	544	587	48.9	0.00000000000039	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	817	861	60	0.00000000000000013	32	816	32	431	588	816	full	32	816
SRR21494940.719	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	31	26.5	0.0000039	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	584	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	56.6	0.0000000000000015	32	815	32	428	585	815	full	32	815
SRR21494940.774	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	430	476	51.8	0.000000000000051	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	588	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	863	60	0.00000000000000013	32	818	32	429	589	818	full	32	818
SRR21494940.100	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	27	31.1	0.00000014	2_5.8_Fungi_Ge_58S_start_onee_long	+	104	148	61.9	0.000000000000000036	3_End_Tedersoo_58S_end_long_nine	+	219	258	27.7	0.0000014	4_LSU_Fungi_Ge_4_LSU_start_zerok_long	+	348	392	49.4	0.00000000000025	28	347	28	103	259	347	full	28	347
SRR21494940.219	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Cr_58S_start_long	+	426	470	61.6	0.000000000000000038	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	582	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	60	0.00000000000000013	31	812	31	425	583	812	full	31	812
SRR21494940.109	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	587	47.3	0.0000000000012	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	816	860	60	0.00000000000000013	32	815	32	431	588	815	full	32	815
SRR21494940.841	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	582	43.5	0.000000000018	4_LSU_Fungi_Ge_4_LSU_start_nine_long	-	814	857	42.5	0.000000000034	32	813	32	427	583	813	full	32	813
SRR21494940.35	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	470	39.9	0.00000000026	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	581	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	812	856	60	0.00000000000000013	31	811	31	427	582	811	full	31	811
SRR21494940.855	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	542	586	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	864	53.8	0.00000000000001	32	818	32	428	587	818	full	32	818
SRR21494940.892	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	429	472	49.8	0.00000000000023	3_End_Fungi_Ge_58S_end_fourteenb_long	-	541	584	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	811	855	60	0.00000000000000013	32	810	32	428	585	810	full	32	810
SRR21494940.868	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	429	588	816	full	31	816
SRR21494940.483	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	29	33.6	0.000000022	2_5.8_Fungi_Ge_58S_start_onee_long	-	420	465	42.1	0.000000000056	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	576	43.5	0.000000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	804	848	60	0.00000000000000013	30	803	30	419	577	803	full	30	803
SRR21494940.149	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	32	30.2	0.00000027	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	585	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	50.7	0.000000000000098	33	816	33	427	586	816	full	33	816
SRR21494940.171	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	471	56	0.0000000000000025	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	586	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	862	60	0.00000000000000013	31	817	31	425	587	817	full	31	817
SRR21494940.394	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	30	32.7	0.000000045	2_5.8_Fungi_Ge_58S_start_onee_long	-	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	544	589	44.1	0.000000000012	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	821	865	56.2	0.000000000000002	31	820	31	432	590	820	full	31	820
SRR21494940.878	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	439	483	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	552	596	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	824	868	60	0.00000000000000013	32	823	32	438	597	823	full	32	823
SRR21494940.895	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	587	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	863	60	0.00000000000000013	31	818	31	430	588	818	full	31	818
SRR21494940.981	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	30	31.8	0.000000086	2_5.8_Fungi_Ge_58S_start_onee_long	-	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	542	585	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	817	858	40.1	0.00000000021	31	816	31	430	586	816	full	31	816
SRR21494940.770	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	584	38.4	0.00000000074	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	60	0.00000000000000013	31	812	31	428	585	812	full	31	812
SRR21494940.507	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	864	56.9	0.0000000000000012	31	818	31	429	588	818	full	31	818
SRR21494940.731	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	417	470	56.1	0.0000000000000022	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	584	49.6	0.00000000000023	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	815	859	60	0.00000000000000012	31	814	31	416	585	814	full	31	814
SRR21494940.732	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	586	44.2	0.000000000011	4_LSU_Fungi_Ge_4_LSU_start_zerod_long	+	815	859	57.1	0.000000000000001	31	814	31	429	587	814	full	31	814
SRR21494940.664	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	26	29.5	0.00000042	2_5.8_Fungi_Ge_58S_start_onee_long	+	423	476	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	546	590	55.1	0.0000000000000042	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	862	56.3	0.0000000000000017	27	817	27	422	591	817	full	27	817
SRR21494940.563	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	473	47	0.0000000000016	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	582	42.5	0.000000000037	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	427	583	816	full	31	816
SRR21494940.387	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	28	33.2	0.000000031	2_5.8_Fungi_Ge_58S_start_onee_long	-	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	577	28.3	0.000001	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	808	859	46	0.0000000000029	29	807	29	423	578	807	full	29	807
SRR21494940.648	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	586	40.3	0.00000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	427	587	816	full	31	816
SRR21494940.907	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	431	475	55.6	0.0000000000000032	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	589	42.9	0.000000000027	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	864	60	0.00000000000000013	32	819	32	430	590	819	full	32	819
SRR21494940.679	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	30	33.1	0.000000032	2_5.8_Fungi_Ge_58S_start_zero_long	+	426	470	54.8	0.0000000000000059	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	586	53.4	0.000000000000014	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	858	51.3	0.000000000000064	31	818	31	425	587	818	full	31	818
SRR21494940.601	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	433	475	48.9	0.00000000000042	3_End_Fungi_Ge_58S_end_fourteenb_long	-	539	583	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	55.7	0.0000000000000027	32	814	32	432	584	814	full	32	814
SRR21494940.652	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	578	42.5	0.000000000036	4_LSU_Fungi_Ge_4_LSU_start_nine_long	+	816	859	49.2	0.00000000000028	31	815	31	423	579	815	full	31	815
SRR21494940.57	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	591	48.2	0.00000000000062	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	823	865	44.3	0.0000000000097	31	822	31	430	592	822	full	31	822
SRR21494940.19	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	32	28.5	0.00000086	2_5.8_Fungi_Ge_58S_start_onee_long	-	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	546	590	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	823	867	55.7	0.0000000000000027	33	822	33	432	591	822	full	33	822
SRR21494940.146	1_SSU_Fungi_Ge_1_SSU_end_ten_long	+	1	30	35.7	0.0000000051	2_5.8_Fungi_Ge_58S_start_onee_long	+	415	459	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	528	571	45.9	0.0000000000032	4_LSU_Fungi_Ge_4_LSU_start_zerod_long	+	802	845	47.1	0.0000000000014	31	801	31	414	572	801	full	31	801
SRR21494940.200	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	425	469	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	581	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	810	854	50.9	0.000000000000089	31	809	31	424	582	809	full	31	809
SRR21494940.962	1_SSU_Fungi_Cr_1_SSU_end_long	+	1	30	35.5	0.0000000059	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	584	45.9	0.0000000000032	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	60	0.00000000000000013	31	812	31	429	585	812	full	31	812
SRR21494940.216	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	587	36.2	0.0000000034	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	858	55.9	0.0000000000000023	31	813	31	431	588	813	full	31	813
SRR21494940.467	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	436	480	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	551	597	51.9	0.000000000000043	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	831	875	60	0.00000000000000013	32	830	32	435	598	830	full	32	830
SRR21494940.106	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	431	474	50.6	0.00000000000012	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	864	60	0.00000000000000013	32	819	32	430	588	819	full	32	819
SRR21494940.837	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	423	467	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	536	579	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	812	857	46.6	0.000000000002	32	811	32	422	580	811	full	32	811
SRR21494940.525	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	534	578	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	809	853	60	0.00000000000000013	32	808	32	420	579	808	full	32	808
SRR21494940.374	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	427	470	49.8	0.00000000000023	3_End_Fungi_Ge_58S_end_fourteenb_long	-	539	584	34	0.000000017	4_LSU_Fungi_Ge_4_LSU_start_three_long	-	814	859	50.2	0.00000000000013	32	813	32	426	585	813	full	32	813
SRR21494940.441	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	48	79	39.2	0.00000000041	2_5.8_Fungi_Ge_58S_start_onee_long	-	479	523	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	592	637	49.8	0.0000000000002	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	865	909	60	0.00000000000000013	80	864	80	478	638	864	full	80	864
SRR21494940.735	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	421	474	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	857	60	0.00000000000000013	32	812	32	420	588	812	full	32	812
SRR21494940.969	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	590	41.6	0.000000000074	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	817	861	51.4	0.000000000000061	32	816	32	431	591	816	full	32	816
SRR21494940.818	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	431	474	49.8	0.00000000000023	3_End_Fungi_Ge_58S_end_fourteenb_long	-	531	574	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	804	848	60	0.00000000000000013	32	803	32	430	575	803	full	32	803
SRR21494940.370	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	546	588	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	865	41.5	0.000000000075	32	818	32	432	589	818	full	32	818
SRR21494940.688	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	422	466	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	535	578	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	809	853	50.3	0.00000000000013	31	808	31	421	579	808	full	31	808
SRR21494940.718	1_SSU_Fungi_Ca_1_SSU_end_long	+	1	30	31.7	0.000000089	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	585	48.5	0.00000000000051	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	810	854	60	0.00000000000000013	31	809	31	428	586	809	full	31	809
SRR21494940.831	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	29	30.9	0.00000016	2_5.8_Fungi_Ge_58S_start_onee_long	+	414	458	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	527	572	38.1	0.00000000086	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	806	850	60	0.00000000000000013	30	805	30	413	573	805	full	30	805
SRR21494940.938	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	414	456	48.1	0.00000000000076	3_End_Fungi_Ge_58S_end_fourteenb_long	+	525	569	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	802	846	60	0.00000000000000013	31	801	31	413	570	801	full	31	801
SRR21494940.319	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	439	484	51.6	0.000000000000061	3_End_Fungi_Ge_58S_end_fourteenb_long	-	553	595	43.5	0.000000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	826	870	60	0.00000000000000013	32	825	32	438	596	825	full	32	825
SRR21494940.28	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	30.8	0.00000017	2_5.8_Fungi_Ge_58S_start_onee_long	+	435	479	49.4	0.00000000000029	3_End_Fungi_Ge_58S_end_fourteenb_long	+	549	592	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	820	864	60	0.00000000000000013	32	819	32	434	593	819	full	32	819
SRR21494940.930	1_SSU_Fungi_Ge_1_SSU_end_ten_long	-	1	31	37.4	0.0000000014	2_5.8_Fungi_Ge_58S_start_zero_long	-	433	477	46.3	0.0000000000028	3_End_Fungi_Ge_58S_end_fourteenb_long	-	547	586	33.5	0.000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	812	854	48.2	0.00000000000062	32	811	32	432	587	811	full	32	811
SRR21494940.893	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	29.5	0.00000045	2_5.8_Fungi_Ge_58S_start_onee_long	+	417	461	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	530	574	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	806	850	60	0.00000000000000013	32	805	32	416	575	805	full	32	805
SRR21494940.428	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	423	465	45	0.0000000000069	3_End_Fungi_Ge_58S_end_fourteenb_long	-	533	575	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	807	851	60	0.00000000000000013	32	806	32	422	576	806	full	32	806
SRR21494940.240	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	32	31.2	0.00000013	2_5.8_Fungi_Ge_58S_start_onee_long	-	425	469	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	538	581	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	60	0.00000000000000013	33	814	33	424	582	814	full	33	814
